content,score,at,content_bersih
Setelah berpuluh taun gak pernah naik fasum akhirnya nyobain karena kepo banget hahahaaha enak adeemmm nyaman cuma g nyamanya dr penumpang lain aja yg terlalu berisik berasa naik kendaraan pribadi ☺☺☺,5,2023-05-26 07:06:02,puluh taun gak pernah naik fasum akhir nyobain kepo banget hahahaaha enak adeemmm nyaman cuma g nyamanya dr tumpang aja yg terlalu berisik asa naik kendara pribadi
"3x pengalaman aku naik ini di terminal bungurasih, tgl 26 2023 pkl.06:15.wib saya lari2 dan mau masuk ke bis tapi langsung di tutup, padahal kursi masih ada yang kosong, giliran penumpang cewek langsung di buka in pintu... mohon maaf ini bus khusus cewek apa untuk semua gender???",1,2023-05-26 06:32:04,x alam aku naik terminal bungurasih tgl pklwib lari mau masuk bis langsung tutup padahal kursi ada kosong gilir tumpang cewek langsung di buka in pintu mohon maaf bus khusus cewek apa semua gender
Top bus,5,2023-05-25 11:58:06,top bus
Suroboyoku bersih dan hijau,5,2023-05-22 19:18:29,suroboyoku bersih hijau
Saya merasa sangat terbantu dng adanya suroboyo bus dan semanggi suroboyo saya bisa menggunakan transpotasi ini dengan aman dan nyaman Terima kasih atas jasanya!!!!!,5,2023-05-18 14:03:40,rasa sangat bantu dng ada suroboyo bus semanggi suroboyo bisa guna transpotasi dengan aman nyaman terima kasih atas jasa
Saya dari bonbin ke bungurasih gratis tis tiiiss... Karena lansia ... Maturnuwun Gobis,5,2023-05-16 18:22:33,dari bonbin bungurasih gratis tis tiiiss lansia maturnuwun gob
"Klau dihalte RSI selalu dilewati sama ww nya, pdhl mau habis pulang sekolah mau naik tp selalu kelewatan, pdhl sdh ditunggu didepan stop bus",3,2023-05-15 12:03:54,klau halte rsi selalu lewat sama ww nya pdhl mau habis pulang sekolah mau naik tp selalu lewat pdhl sdh tunggu depan stop bus
Nyaman,5,2023-05-14 01:02:41,nyaman
Memudahkan kami beractivitas serta menghemat waktu,5,2023-05-13 07:42:28,mudah beractivitas hemat waktu
Memperlancar moda transportasi di surabaya,4,2023-05-11 12:05:03,lancar moda transportasi surabaya
Aplikasi sangat membantu untuk pemantauan posisi feeder untuk saya yang sering menggunakannya,5,2023-05-07 23:34:31,aplikasi sangat bantu pantau posisi feeder saya sering guna
Waw,5,2023-05-04 13:35:08,waw
Aplikasi menguntungkan bagi pengguna suroboyo biss,4,2023-05-04 12:54:27,aplikasi untung guna suroboyo biss
Untuk yg lewat sekolah SMK to SMK kurang,4,2023-05-01 20:32:10,yg lewat sekolah smk to smk kurang
"Daftar member, nunggu kode OTP lewat email tp gk masuk2 alhasil membernya tidak diintefikasi ... Ini gimana aplikasinya?? Tolong dipermudah dong",4,2023-05-01 18:05:21,daftar member nunggu kode otp lewat email tp gk masuk alhasil membernya diintefikasi gimana aplikasi mudah dong
"Great app,good job",5,2023-04-30 14:48:33,great appgood job
Tertata rapi beda dengan bus dahulu kala,5,2023-04-29 14:12:18,tata rapi beda bus kala
sangat membantu sekali...👍,5,2023-04-29 11:07:55,sangat bantu sekali
Seharusnya di setiap diskripsi tentang tempat disertakan alat transportasi untuk menuju ke tempat tersebut...,2,2023-04-29 10:12:04,di skripsi tempat serta alat transportasi tuju tempat sebut
Tidak ada rute dari Kenjeran/kenpark,2,2023-04-27 12:18:59,ada rute kenjerankenpark
Sangat bermanfaat bagi masyarakat yang kesehariannya naik transportasi umum.,4,2023-04-23 04:56:57,sangat manfaat masyarakat hari naik transportasi umum
Gobis sangat membantu masyarakat,5,2023-04-20 17:12:10,gob sangat bantu masyarakat
Mantap nyaman dan aman,5,2023-04-16 19:20:17,mantap nyaman aman
"Habis diperbarui malah gak lengkap fiturnya, aneh ini",1,2023-04-16 15:26:46,habis baru malah gak lengkap fiturnya aneh
Sangat nyaman dan membantu,5,2023-04-15 13:58:56,sangat nyaman bantu
"Aplikasi bagus, cuma saran saja koridornya lebih dilengkapi lagi, lalu destinasi juga perlu diberi info kendaraan umum apa yang bisa dinaiki, dan utk destinasi yang sudah tutup seperti THR bisa dihapus saja dari menu aplikasi 👍",1,2023-04-14 11:52:27,aplikasi bagus cuma saran koridor lebih lengkap lalu destinasi perlu beri info kendara umum apa naik utk destinasi sudah tutup thr bisa hapus dari menu aplikasi
"Parah sih Wirawiri Suroboyo dengan nomor WW01, barusan ditinggal udah dikasih tanda stop udah nunggu dihalte tandes dari tadi malah gk berhenti malah langsung ditinggal padahal masih kosong didalam parah parah sumpah",1,2023-04-02 17:37:53,parah sih wirawiri suroboyo nomor ww barusan tinggal udah kasih tanda stop udah nunggu halte tandes tadi malah gk henti malah langsung tinggal padahal kosong dalam parah parah sumpah
Ini apk buat penipuan bro dengan modus baru Mana ada GoBiz Suroboyo Bus,1,2023-04-02 06:02:33,apk buat tipu bro modus baru mana gobiz suroboyo bus
makin hari makin Goodd beda kaya operator bus semangka,5,2023-04-01 17:36:23,makin hari makin goodd beda kaya operator bus semangka
"Ada penumpang di halte malah lanjut terus ga berhenti, niat apa ngga?",1,2023-03-31 10:01:26,tumpang halte malah lanjut terus ga henti niat apa ngga
Sangat membantu orang yg TDK punya kendaraan,5,2023-03-30 15:24:02,sangat bantu orang yg tdk punya kendara
Lemot,1,2023-03-27 13:06:03,lot
"Aplikasi bagus, mungkin saran untuk lebih baik dalam memberikan informasi dan pelayanan sperti: - aplikasi bisa mendeteksi halte terdekat - ada fitur peta/rute/jaringan tranportasi umum di kota sby - ada fitur/ peta halte yg di lalui bus dg format gambar, fitur rekomendasi tranportasi umum ke tempat wisata, ada rute ke tempat2 wisata. jadi lebih mudh membaca informasinya. Semoga segera integrasi, dg stasiun dan jalur tranportasi umum lainnya.",3,2023-03-26 08:48:48,aplikasi bagus mungkin saran lebih baik beri informasi layan sperti aplikasi deteksi halte dekat fitur petarutejaringan tranportasi umum kota sby fitur peta halte yg lalu bus dg format gambar fitur rekomendasi tranportasi umum tempat wisata rute tempat wisata jadi lebih mudh baca informasi moga segera integrasi dg stasiun jalur tranportasi umum lain
Mau menanyakan apakah aplikasi gobis tidak tersedia untuk ios? Karena anak saya kesulitas jika tidak ada aplikasi gobis. Bagaimana ya?? Dulu di ios ada kok sekarang tidak ada?. Mohon perhatiannya. Terima kasih.,2,2023-03-23 06:36:54,mau tanya aplikasi gob sedia ios anak kesulitas aplikasi gob bagaimana dulu ios kok sekarang tidak ada mohon perhati terima kasih
Hrs terus berbenah.. smoga tdk sekadar pencitraan diawal bersemangat nmun selanjutnya terlupakan...,2,2023-03-22 13:23:48,hrs terus benah smoga tdk sekadar citra awal semangat nmun lanjut lupa
Rute bus unessa-its mana kok hilang? bus masih beroperasi tapi kok rute menghilang. Kalo ada saran dan kritik mohon di follow up dong,1,2023-03-20 10:26:30,rute bus unessaits mana kok hilang bus operasi kok rute hilang kalo saran kritik mohon follow up dong
Bagus,5,2023-03-19 14:12:10,bagus
Jadwal di google tidak sama dengan kedatangan bisnya harus di tingkatkan ini SDM nya Jangan pada bercanda padahal bus dan jalan Surabaya sudah paling mantap luas dan tanpa macet .. Kecewa banget udah lari2 ngejar waktu pas datang ke halte ternyata ga ada bis nya ampun dah jadwal kacau ga jelas Suroboyo bis ini..,2,2023-03-17 18:42:15,jadwal google sama datang bis di tingkat sdm nya jangan canda padahal bus jalan surabaya paling mantap luas tanpa macet kecewa banget udah lari ngejar waktu pas datang halte nyata ga bis nya ampun dah jadwal kacau ga jelas suroboyo bis
Sebaiknya diberi informasi terkait halte,4,2023-03-16 18:04:47,baik beri informasi kait halte
Sangat keren dan modern dan murah,5,2023-03-16 15:25:29,sangat keren modern murah
"ratingMU tidak bisa dibohongi bozzz...apk kurang canggih,akomodasi transportasi juga masih banyak kekuragannya",1,2023-03-15 23:23:45,ratingmu bisa bohong bozzzapk kurang canggihakomodasi transportasi masih banyak kekuragannya
Letak nan lokasi lebih akurat lagi,3,2023-03-15 17:14:38,letak nan lokasi lebih akurat
Penasaran,5,2023-03-12 19:26:35,penasaran
Thanks you very much,5,2023-03-12 00:21:39,thanks you very much
Membantu mengetahui posisi Suroboyo bus dan wirawiri Suroboyo feeder,5,2023-03-11 17:11:42,bantu tahu posisi suroboyo bus wirawiri suroboyo feeder
Dicoba dulu..,4,2023-03-10 21:35:04,coba dulu
untuk bus wara wiri mohon di kasih gos tracking stiap armada donk... biar tau lokasi nya ada dimana biar memudahkan mau naik bisa cek lokasi sampek mana busnya,4,2023-03-10 10:16:33,bus wara wiri mohon kasih gos tracking stiap armada donk biar tau lokasi nya mana biar mudah mau naik cek lokasi sampek mana bus
Saya beri bintang 1 dulu karna untuk daftar jd member aja masih ada bug waktu mau ngambil foto dr galeri. Mungkin bisa dibenahi dulu,1,2023-03-10 05:01:21,beri bintang dulu karna daftar jd member aja ada bug waktu mau ngambil foto dr galeri mungkin benah dulu
Aplikasiku kok g iso d buka yo? Opoo iki min? Pdhal wes tk update,2,2023-03-09 06:39:47,aplikasi kok g iso d buka yo opoo iki min pdhal wes tk update
Saya sudah daftar tinggal masukan kode otp tapi tidak ada info masuk di gmail ? Jadi gk bisa log in karena belum aktif ? Mungkin ada yang samaan kyk gini ? Mohon bantu. Terimakasih,3,2023-03-06 21:16:00,sudah daftar tinggal masuk kode otp tidak info masuk gmail jadi gk log in belum aktif mungkin yang sama kyk gin mohon bantu terimakasih
Saran sebelum bus berangkat dari Bungurasih petugas nya dari pada ngobrol langsung ke penumpang saja scan pembayaran . Bus sudah jalan sampai a yani penumpang di belakang belum di scan padahal turun di Cito .. jangan lelet harus sat set . Sampah botol kecil bungkus permen sudah banyak di bawah kursi . Sudah mulai kumuh .,1,2023-02-14 11:49:27,saran bus berangkat bungurasih tugas nya pada ngobrol langsung tumpang scan bayar bus jalan a yani tumpang belakang scan padahal turun cito jangan lelet sat set sampah botol kecil bungkus permen banyak di bawah kursi mulai kumuh
Kenapa kok lemot gini ya aplikasi y,3,2023-02-03 16:05:56,kok lot gin aplikasi y
Semoga real time dan memperbaiki bug,4,2023-01-29 15:22:54,moga real time baik bug
Tidak bisa dibuka di hape Samsung galaxy a7 2018 posisi di android 10,1,2023-01-26 15:44:49,bisa buka hape samsung galaxy a posisi android
Aplikasinya di buka susah... Tak uninstal deh,2,2023-01-26 08:44:35,aplikasi buka susah tak uninstal deh
"Tambahkan akses top up uang elektronik pada kartu member di aplikasi ini. Contoh shope* pay ato g*pay yg punya pembayaran melalui laman nya sendiri.. Pada menu rute bus, ketika kita ketuk ikon bus nya, munculkan jenis chassis nya contoh SBT01 Mercy OC500RF.",5,2023-01-26 07:13:44,tambah akses top up uang elektronik kartu member aplikasi contoh shope pay ato gpay yg punya bayar lalu laman nya sendiri menu rute bus kita ketuk ikon bus nya muncul jenis chassis nya contoh sbt mercy ocrf
"tiba tiba pagi hari aplikasi Gobis Surabaya tidak bisa dipakai tulisannya ""gagal dimulai harap di hapus'",1,2023-01-26 06:37:30,tiba tiba pagi hari aplikasi gob surabaya bisa pakai tulis gagal mulai harap hapus
Driver bus nya kurang ramah,1,2023-01-23 14:15:24,driver bus nya kurang ramah
Kenapa Rute Merr ke Ken park tidak di jalan kan lagi sejak awal akhir Desember 2022 Hingga Saat ulasan ini saya tulis. apakah ada masalah dengan management Pemkot Surabaya atau pihak penyelenggara transportasi???,1,2023-01-21 06:08:21,rute merr ken park di jalan kan sejak awal akhir desember hingga ulas saya tulis ada masalah management pemkot surabaya pihak selenggara transportasi
"Saran aja ya di aplikasi kan ada pilihan tempat wisatanya, nah itu sebenernya sekalian dicantumkan nama halte buat pemberhentiannya, jadi kita gaperlu bingung² cari halte buat pemberhentiannya. Terima kasih",5,2023-01-06 17:53:41,saran aja di aplikasi kan pilih tempat wisata nah sebenernya sekali cantum nama halte buat henti jadi gaperlu bingung cari halte buat henti terima kasih
Oke,5,2023-01-03 11:30:41,oke
Memudahkan perjalanan saya.... Surabaya memang jos,5,2023-01-01 10:09:39,mudah jalan surabaya memang jos
"Tambah mahal, ngepul botol bwt jadi poin, eh skrg kebijakan poin expired per bulannya",1,2022-12-30 15:19:15,tambah mahal ngepul botol bwt jadi poin eh skrg bijak poin expired per bulan
"Saran aja ya Pakai Teman bus aja atau gojek/Grab biar enak. Pakai Gobis bus Surabaya ribet nya minta ampun, 1. Hattle Stop bus nya cuma tanda kecil , 2. Lokasi Hattle sama lokasi stop bus nya sangat Meleceng jauh dari map nya. Intinya nih bus buat di naikin sangat susah 👎🏻",1,2022-12-21 09:54:22,saran aja pakai teman bus aja gojekgrab biar enak pakai gob bus surabaya ribet nya minta ampun hattle stop bus nya cuma tanda kecil lokasi hattle sama lokasi stop bus nya sangat meleceng jauh map nya inti nih bus buat naikin sangat susah
Sangat membantu,5,2022-12-17 21:53:09,sangat bantu
"Saya pelancong ke Surabaya. Download aplikasi ini saya berharap bis aplikasi ini membantu saya menemukan rute bus mana yg saya harus naiki ke titik tujuan yang ingin saya tuju. Ternyata tidak, aplikasi ini cuma menunjukkan rute yang dilalui bus mereka. Itu juga berdasarkan koridor. Sayakan pendatang ya, mana saya tau koridor. Coba aplikasi nya di upgrade lagi, di berikan info halte mana yang terdekat dengan saya. Berapa kali saya transit atau berganti bus untuk mencapai tujuan saya.",1,2022-12-13 12:42:10,lancong surabaya download aplikasi harap bis aplikasi bantu temu rute bus mana yg harus naik titik tuju ingin tuju nyata aplikasi cuma tunjuk rute lalu bus itu dasar koridor saya datang mana tau koridor coba aplikasi nya upgrade di ikan info halte mana dekat berapa kali saya transit ganti bus capai tuju saya
"kenapa untuk yg rute UNESA - ITS ngga bisa kliatan posisi update busnya yg mau lewat? jadi kan membuang waktu untuk menunggu krn tdk pasti tau bus yg mau lewat sdh sampai dmana:( nunggu lama , mau brngkat kerja juga..semoga dibaca dan bisa dievaluasi lgi masukannya:(",1,2022-11-30 11:40:01,yg rute unesa its ngga kliatan posisi update bus yg mau lewat jadi kan buang waktu untuk tunggu krn tdk tau bus yg mau lewat sdh dmana nunggu lama mau brngkat kerja jugasemoga baca bisa evaluasi lgi masuk
Siiippp sangat2 membantu mantap,5,2022-11-18 20:29:37,siiippp sangat bantu mantap
"Kalau bisa kasih pemberitahuan/notifikasi di HP, tidak hanya di aplikasi ini, tapi juga di notifnya jika bis suroboyo tidak beroperasi karena ada demo,dsb. Saya sebagai penumpang bis rute ke purabaya merasa kecewa karena bis ini selalu saya tumpangi tiap hari. Mohon pengertian untuk kami🙏🙏",2,2022-11-17 17:24:45,kalau kasih pemberitahuannotifikasi hp hanya aplikasi tapi di notifnya bis suroboyo operasi ada demodsb bagai tumpang bis rute purabaya rasa kecewa bis selalu tumpang tiap hari mohon erti kami
"Saya naik bus Surabaya Krn buru"" gak ada QR kode .. sampai tengah jln saya diturunin.. hrusnya org Bru"" diberi pertolongan sprti : Mungkin kryawan bus Surabaya yg ada disana punya, bisa dibantuin.. Ato gimana, Padahal sya ngmong: mbk sebentar ya, ini saya mau tlp suami untuk TF in ,, pokoknya sbelum saya sampai sya bayar, toh perjlnan saya juga masih jauh, dari rajawali ke Bungurasih. Tlong ya diperbaiki lgi msalah nurunin org SE enak.nya. Pada tgl 17-11-22 saya naik kurang lbh pada pukul 07.50",1,2022-11-17 08:14:21,naik bus surabaya krn buru gak qr kode tengah jln diturunin hrusnya org bru beri tolong sprti mungkin kryawan bus surabaya yg sana punya dibantuin ato gimana padahal sya ngmong mbk sebentar ini mau tlp suami tf in pokok sbelum sampai sya bayar perjlnan juga jauh rajawali bungurasih tlong baik lgi msalah nurunin org se enak tgl naik kurang lbh pukul
Very good,5,2022-11-11 10:55:54,very good
Pelayanan nya di masyarakat Bagus Hanya aplikasinya kadang kelihatan kadang tidak,5,2022-11-08 18:22:36,layan nya masyarakat bagus aplikasi kadang lihat kadang
Belum up to date / pembaharuan informasi,1,2022-11-08 04:19:18,up to date baharu informasi
Aplikasi yang sangat membantu... Akan tetapi sebulan terakhir rute UNESA - ITS tidak muncul posisi busnya dan beberapa halte hilang dari peta aplikasi. Selain itu juga peta sebenernya sudah gak update karena ada perpanjangan rute dari yang ada sekarang. Semoga segera diperbaiki. Sekarang rute tersebut juga sudah berbayar mohon ditingkatkan pelayanan nya. Selain itu juga berharap ditambah jam operasional nya setidaknya jam 05:00 - 23:00,5,2022-11-07 09:40:29,aplikasi sangat bantu tetapi bulan akhir rute unesa its muncul posisi bus beberapa halte hilang peta aplikasi itu peta sebenernya gak update panjang rute yang ada sekarang moga segera baik sekarang rute sebut sudah bayar mohon tingkat layan nya itu harap tambah jam operasional nya jam
"Aplikasi kurang membantu, jam daerah unesa its gak jelas",1,2022-11-06 21:18:01,aplikasi kurang bantu jam daerah unesa its gak jelas
"Mohon di perpanjang untuk jalur SB dari Kenjeran ke Gunung anyar menjadi dari Kenjeran ke Bandara Juanda. Ini akan baik agar pergerakan manusia bisa meninggalkan kendaraan pribadi. Ini juga akan sangat membantu pergerakan orang dari dan ke bandara Juanda yang selama ini hanya dikuasai taxi mahal dan bis tidak murah. Perpanjangan rute ini pun sangat membantu masyarakat di kantung pemukiman dan kantung industri yang ada di Pondok Chandra, Wadung Asri, Tambak sawah, Tropodo dan Pabean.",5,2022-10-26 06:37:53,mohon panjang jalur sb kenjeran gunung anyar jadi kenjeran bandara juanda baik gera manusia tinggal kendara pribadi juga akan sangat bantu gera orang bandara juanda lama hanya asai taxi mahal bis murah panjang rute pun sangat bantu masyarakat kantung mukim kantung industri ada pondok chandra wadung asri tambak sawah tropodo dan pabean
"Bus suroboyo udah bagus cuma yang lewat jalan arjuno tidak ada, semoga segera ditambahkan soalnya banyak penumpang Bus arah bungurasih yang ada di bawah fly over pasar kembang",2,2022-10-21 22:36:56,bus suroboyo udah bagus cuma lewat jalan arjuno ada moga segera tambah soal banyak tumpang bus arah bungurasih ada bawah fly over pasar kembang
"Tolong ditambah lagi halte yang dari arah terminal joyoboyo ke osowilangun karena saya tiap hari turun di halte margomulyo dan jalan sangat jauh ke arah tikungan greges,,ditambah juga halte supaya kelihatan dan terang,jangan hanya tempelan stiker dan plakat saja,dimana dana pemerintah, jika lokasi tidak ada lampu stiker tidak akan terlihat dan penumpang juga kesusahan mencari halte,untuk selebihnya cukup bagus dan nyaman hanya perlu ditambahkan halte rute margomulyo minim ada 3halte.",3,2022-10-20 15:25:28,tambah halte dari arah terminal joyoboyo osowilangun saya tiap hari turun halte margomulyo jalan sangat jauh arah tikung gregesditambah halte lihat terangjangan tempel stiker plakat sajadimana dana perintah lokasi lampu stiker akan lihat tumpang susah cari halteuntuk lebih cukup bagus nyaman perlu tambah halte rute margomulyo minim ada halte
