Nama_User,Rating,Tanggal,Ulasan,Ulasan_Bersih
Ainal Rahman,3,2023-03-06 21:16:00,Saya sudah daftar tinggal masukan kode otp tapi tidak ada info masuk di gmail ? Jadi gk bisa log in karena belum aktif ? Mungkin ada yang samaan kyk gini ? Mohon bantu. Terimakasih,saya sudah daftar tinggal masukan kode otp tapi tidak ada info masuk di gmail jadi gk bisa log in karena belum aktif mungkin ada yang samaan kyk gini mohon bantu terimakasih
ayu mahesa,1,2023-02-14 11:49:27,Saran sebelum bus berangkat dari Bungurasih petugas nya dari pada ngobrol langsung ke penumpang saja scan pembayaran . Bus sudah jalan sampai a yani penumpang di belakang belum di scan padahal turun di Cito .. jangan lelet harus sat set . Sampah botol kecil bungkus permen sudah banyak di bawah kursi . Sudah mulai kumuh .,saran sebelum bus berangkat dari bungurasih petugas nya dari pada ngobrol langsung ke penumpang saja scan pembayaran bus sudah jalan sampai a yani penumpang di belakang belum di scan padahal turun di cito jangan lelet harus sat set sampah botol kecil bungkus permen sudah banyak di bawah kursi sudah mulai kumuh
Nafiszaini ali,3,2023-02-03 16:05:56,Kenapa kok lemot gini ya aplikasi y,kenapa kok lemot gini ya aplikasi y
Robby Hermansyah,4,2023-01-29 15:22:54,Semoga real time dan memperbaiki bug,semoga real time dan memperbaiki bug
Imanuel Yonatan,1,2023-01-26 15:44:49,Tidak bisa dibuka di hape Samsung galaxy a7 2018 posisi di android 10,tidak bisa dibuka di hape samsung galaxy a posisi di android
ACHMAD SOLEH UDIN,2,2023-01-26 08:44:35,Aplikasinya di buka susah... Tak uninstal deh,aplikasinya di buka susah tak uninstal deh
Angga Naviga,5,2023-01-26 07:13:44,"Tambahkan akses top up uang elektronik pada kartu member di aplikasi ini. Contoh shope* pay ato g*pay yg punya pembayaran melalui laman nya sendiri.. Pada menu rute bus, ketika kita ketuk ikon bus nya, munculkan jenis chassis nya contoh SBT01 Mercy OC500RF.",tambahkan akses top up uang elektronik pada kartu member di aplikasi ini contoh shope pay ato g pay yg punya pembayaran melalui laman nya sendiri pada menu rute bus ketika kita ketuk ikon bus nya munculkan jenis chassis nya contoh sbt mercy oc rf
Rizki Muhammad C,1,2023-01-26 06:37:30,"tiba tiba pagi hari aplikasi Gobis Surabaya tidak bisa dipakai tulisannya ""gagal dimulai harap di hapus'",tiba tiba pagi hari aplikasi gobis surabaya tidak bisa dipakai tulisannya gagal dimulai harap di hapus
Achmad Pangestu,1,2023-01-23 14:15:24,Driver bus nya kurang ramah,driver bus nya kurang ramah
gita fernando,1,2023-01-21 06:08:21,Kenapa Rute Merr ke Ken park tidak di jalan kan lagi sejak awal akhir Desember 2022 Hingga Saat ulasan ini saya tulis. apakah ada masalah dengan management Pemkot Surabaya atau pihak penyelenggara transportasi???,kenapa rute merr ke ken park tidak di jalan kan lagi sejak awal akhir desember hingga saat ulasan ini saya tulis apakah ada masalah dengan management pemkot surabaya atau pihak penyelenggara transportasi
Dimas Anggoro,5,2023-01-06 17:53:41,"Saran aja ya di aplikasi kan ada pilihan tempat wisatanya, nah itu sebenernya sekalian dicantumkan nama halte buat pemberhentiannya, jadi kita gaperlu bingung² cari halte buat pemberhentiannya. Terima kasih",saran aja ya di aplikasi kan ada pilihan tempat wisatanya nah itu sebenernya sekalian dicantumkan nama halte buat pemberhentiannya jadi kita gaperlu bingung cari halte buat pemberhentiannya terima kasih
Anwar Anwar,5,2023-01-03 11:30:41,Oke,oke
Rina Purn,5,2023-01-01 10:09:39,Memudahkan perjalanan saya.... Surabaya memang jos,memudahkan perjalanan saya surabaya memang jos
eddo Alhamda,1,2022-12-30 15:19:15,"Tambah mahal, ngepul botol bwt jadi poin, eh skrg kebijakan poin expired per bulannya",tambah mahal ngepul botol bwt jadi poin eh skrg kebijakan poin expired per bulannya
Semesta Food And Beverage,5,2022-12-28 16:31:44,Ok,ok
carlos fucan0,1,2022-12-21 09:54:22,"Saran aja ya Pakai Teman bus aja atau gojek/Grab biar enak. Pakai Gobis bus Surabaya ribet nya minta ampun, 1. Hattle Stop bus nya cuma tanda kecil , 2. Lokasi Hattle sama lokasi stop bus nya sangat Meleceng jauh dari map nya. Intinya nih bus buat di naikin sangat susah 👎🏻",saran aja ya pakai teman bus aja atau gojek grab biar enak pakai gobis bus surabaya ribet nya minta ampun hattle stop bus nya cuma tanda kecil lokasi hattle sama lokasi stop bus nya sangat meleceng jauh dari map nya intinya nih bus buat di naikin sangat susah
Reinhart Paul,5,2022-12-17 21:53:09,Sangat membantu,sangat membantu
Faiz Harahap,1,2022-12-13 12:42:10,"Saya pelancong ke Surabaya. Download aplikasi ini saya berharap bis aplikasi ini membantu saya menemukan rute bus mana yg saya harus naiki ke titik tujuan yang ingin saya tuju. Ternyata tidak, aplikasi ini cuma menunjukkan rute yang dilalui bus mereka. Itu juga berdasarkan koridor. Sayakan pendatang ya, mana saya tau koridor. Coba aplikasi nya di upgrade lagi, di berikan info halte mana yang terdekat dengan saya. Berapa kali saya transit atau berganti bus untuk mencapai tujuan saya.",saya pelancong ke surabaya download aplikasi ini saya berharap bis aplikasi ini membantu saya menemukan rute bus mana yg saya harus naiki ke titik tujuan yang ingin saya tuju ternyata tidak aplikasi ini cuma menunjukkan rute yang dilalui bus mereka itu juga berdasarkan koridor sayakan pendatang ya mana saya tau koridor coba aplikasi nya di upgrade lagi di berikan info halte mana yang terdekat dengan saya berapa kali saya transit atau berganti bus untuk mencapai tujuan saya
Sherly Priscillia,1,2022-11-30 11:40:01,"kenapa untuk yg rute UNESA - ITS ngga bisa kliatan posisi update busnya yg mau lewat? jadi kan membuang waktu untuk menunggu krn tdk pasti tau bus yg mau lewat sdh sampai dmana:( nunggu lama , mau brngkat kerja juga..semoga dibaca dan bisa dievaluasi lgi masukannya:(",kenapa untuk yg rute unesa its ngga bisa kliatan posisi update busnya yg mau lewat jadi kan membuang waktu untuk menunggu krn tdk pasti tau bus yg mau lewat sdh sampai dmana nunggu lama mau brngkat kerja juga semoga dibaca dan bisa dievaluasi lgi masukannya
Kristian Dinastio,5,2022-11-18 20:29:37,Siiippp sangat2 membantu mantap,siiippp sangat membantu mantap
Valentine Clara Valerie,2,2022-11-17 17:24:45,"Kalau bisa kasih pemberitahuan/notifikasi di HP, tidak hanya di aplikasi ini, tapi juga di notifnya jika bis suroboyo tidak beroperasi karena ada demo,dsb. Saya sebagai penumpang bis rute ke purabaya merasa kecewa karena bis ini selalu saya tumpangi tiap hari. Mohon pengertian untuk kami🙏🙏",kalau bisa kasih pemberitahuan notifikasi di hp tidak hanya di aplikasi ini tapi juga di notifnya jika bis suroboyo tidak beroperasi karena ada demo dsb saya sebagai penumpang bis rute ke purabaya merasa kecewa karena bis ini selalu saya tumpangi tiap hari mohon pengertian untuk kami
Vivi Vindianti,1,2022-11-17 08:14:21,"Saya naik bus Surabaya Krn buru"" gak ada QR kode .. sampai tengah jln saya diturunin.. hrusnya org Bru"" diberi pertolongan sprti : Mungkin kryawan bus Surabaya yg ada disana punya, bisa dibantuin.. Ato gimana, Padahal sya ngmong: mbk sebentar ya, ini saya mau tlp suami untuk TF in ,, pokoknya sbelum saya sampai sya bayar, toh perjlnan saya juga masih jauh, dari rajawali ke Bungurasih. Tlong ya diperbaiki lgi msalah nurunin org SE enak.nya. Pada tgl 17-11-22 saya naik kurang lbh pada pukul 07.50",saya naik bus surabaya krn buru gak ada qr kode sampai tengah jln saya diturunin hrusnya org bru diberi pertolongan sprti mungkin kryawan bus surabaya yg ada disana punya bisa dibantuin ato gimana padahal sya ngmong mbk sebentar ya ini saya mau tlp suami untuk tf in pokoknya sbelum saya sampai sya bayar toh perjlnan saya juga masih jauh dari rajawali ke bungurasih tlong ya diperbaiki lgi msalah nurunin org se enak nya pada tgl saya naik kurang lbh pada pukul
Eko Gemah,5,2022-11-11 10:55:54,Very good,very good
Rita Airlangga,5,2022-11-08 18:22:36,Pelayanan nya di masyarakat Bagus Hanya aplikasinya kadang kelihatan kadang tidak,pelayanan nya di masyarakat bagus hanya aplikasinya kadang kelihatan kadang tidak
Ony Yusman (Yusman),1,2022-11-08 04:19:18,Belum up to date / pembaharuan informasi,belum up to date pembaharuan informasi
Amir Roziqin,5,2022-11-07 09:40:29,Aplikasi yang sangat membantu... Akan tetapi sebulan terakhir rute UNESA - ITS tidak muncul posisi busnya dan beberapa halte hilang dari peta aplikasi. Selain itu juga peta sebenernya sudah gak update karena ada perpanjangan rute dari yang ada sekarang. Semoga segera diperbaiki. Sekarang rute tersebut juga sudah berbayar mohon ditingkatkan pelayanan nya. Selain itu juga berharap ditambah jam operasional nya setidaknya jam 05:00 - 23:00,aplikasi yang sangat membantu akan tetapi sebulan terakhir rute unesa its tidak muncul posisi busnya dan beberapa halte hilang dari peta aplikasi selain itu juga peta sebenernya sudah gak update karena ada perpanjangan rute dari yang ada sekarang semoga segera diperbaiki sekarang rute tersebut juga sudah berbayar mohon ditingkatkan pelayanan nya selain itu juga berharap ditambah jam operasional nya setidaknya jam
Herry Wahyudi,1,2022-11-06 21:18:01,"Aplikasi kurang membantu, jam daerah unesa its gak jelas",aplikasi kurang membantu jam daerah unesa its gak jelas
Ignasius Lucky,5,2022-10-26 06:37:53,"Mohon di perpanjang untuk jalur SB dari Kenjeran ke Gunung anyar menjadi dari Kenjeran ke Bandara Juanda. Ini akan baik agar pergerakan manusia bisa meninggalkan kendaraan pribadi. Ini juga akan sangat membantu pergerakan orang dari dan ke bandara Juanda yang selama ini hanya dikuasai taxi mahal dan bis tidak murah. Perpanjangan rute ini pun sangat membantu masyarakat di kantung pemukiman dan kantung industri yang ada di Pondok Chandra, Wadung Asri, Tambak sawah, Tropodo dan Pabean.",mohon di perpanjang untuk jalur sb dari kenjeran ke gunung anyar menjadi dari kenjeran ke bandara juanda ini akan baik agar pergerakan manusia bisa meninggalkan kendaraan pribadi ini juga akan sangat membantu pergerakan orang dari dan ke bandara juanda yang selama ini hanya dikuasai taxi mahal dan bis tidak murah perpanjangan rute ini pun sangat membantu masyarakat di kantung pemukiman dan kantung industri yang ada di pondok chandra wadung asri tambak sawah tropodo dan pabean
yulius ardianto,2,2022-10-21 22:36:56,"Bus suroboyo udah bagus cuma yang lewat jalan arjuno tidak ada, semoga segera ditambahkan soalnya banyak penumpang Bus arah bungurasih yang ada di bawah fly over pasar kembang",bus suroboyo udah bagus cuma yang lewat jalan arjuno tidak ada semoga segera ditambahkan soalnya banyak penumpang bus arah bungurasih yang ada di bawah fly over pasar kembang
Yeni Ikke,3,2022-10-20 15:25:28,"Tolong ditambah lagi halte yang dari arah terminal joyoboyo ke osowilangun karena saya tiap hari turun di halte margomulyo dan jalan sangat jauh ke arah tikungan greges,,ditambah juga halte supaya kelihatan dan terang,jangan hanya tempelan stiker dan plakat saja,dimana dana pemerintah, jika lokasi tidak ada lampu stiker tidak akan terlihat dan penumpang juga kesusahan mencari halte,untuk selebihnya cukup bagus dan nyaman hanya perlu ditambahkan halte rute margomulyo minim ada 3halte.",tolong ditambah lagi halte yang dari arah terminal joyoboyo ke osowilangun karena saya tiap hari turun di halte margomulyo dan jalan sangat jauh ke arah tikungan greges ditambah juga halte supaya kelihatan dan terang jangan hanya tempelan stiker dan plakat saja dimana dana pemerintah jika lokasi tidak ada lampu stiker tidak akan terlihat dan penumpang juga kesusahan mencari halte untuk selebihnya cukup bagus dan nyaman hanya perlu ditambahkan halte rute margomulyo minim ada halte
Datok syarief,1,2022-10-17 21:09:56,Harusnya bus surabaya dan teman bus bisa bersatu supaya merata untuk rute seluruh surabaya. Aplikasi nya juga kurang update dan akurat.. Bisa di tambahkan pembelian tiket online di aplikasi,harusnya bus surabaya dan teman bus bisa bersatu supaya merata untuk rute seluruh surabaya aplikasi nya juga kurang update dan akurat bisa di tambahkan pembelian tiket online di aplikasi
Arimbi Oktavia Sakti,1,2022-10-01 17:28:21,ini kenapa ya saya mau daftar member tapi setelah memilih foto malah kembali ke awal.. gitu terus saya coba,ini kenapa ya saya mau daftar member tapi setelah memilih foto malah kembali ke awal gitu terus saya coba
Dian surya Taurina,3,2022-09-27 13:05:29,"Tolong yg rute merr tambah in lagi armada nya, masa cuma 2 bus yg beroprasi... Kasian yg mau berangkat kerja, masa harus nunggu sampai 1 jam an semenjak di perpanjang rute TIJ - yono soewojo",tolong yg rute merr tambah in lagi armada nya masa cuma bus yg beroprasi kasian yg mau berangkat kerja masa harus nunggu sampai jam an semenjak di perpanjang rute tij yono soewojo
Iwan walimban,5,2022-09-25 08:18:39,"Ingin Aplikasi ini dapat berintregasi ber multifungsi selain informasi jalur jalur dapat digunakan lainnya juga, terimakasih",ingin aplikasi ini dapat berintregasi ber multifungsi selain informasi jalur jalur dapat digunakan lainnya juga terimakasih
Aprin Evalin Sinurat,5,2022-09-21 10:09:35,Ok,ok
Levi Ratnasari,5,2022-09-13 17:01:47,"Aplikasi yang sangat membantu dari DISHUB KOTA SBY, di tambah ad informasi cuaca di setiap halte sehingga membantu pengguna untuk bepergian.",aplikasi yang sangat membantu dari dishub kota sby di tambah ad informasi cuaca di setiap halte sehingga membantu pengguna untuk bepergian
Abraham trans988 Yrtrans9,5,2022-09-11 21:19:24,Lebih bersih,lebih bersih
KAKAK STENLI.WIJAYA STENLI.WIJAYA,5,2022-09-02 08:48:12,PENGEMUDINYA SANGAT SANGAT SANGAT RAMAH SEKALI 🥰🥰🥰🥰🥰🥰🥰🥰 ❤❤❤❤❤❤❤❤,pengemudinya sangat sangat sangat ramah sekali
Tiwi,5,2022-08-28 12:35:32,Rutenya tolong diupdate yang unesa- ITS ga sesuai aplikasi,rutenya tolong diupdate yang unesa its ga sesuai aplikasi
Christ,5,2022-08-26 13:21:46,Mantab poll,mantab poll
Dwi Purwanti,2,2022-08-26 04:32:02,"Dari dlu saya suka naik bis ini, tp knp koq akhir2 ini tdk ada siaran klo sdh smpek mn, krn saya mau turun di marmoyo mestiiii kebablasen purabaya... Krn saya mau ke joyoboyo oper bis wiyung.. Helper nya jg gk pernh omg sdh nympek halte apa..",dari dlu saya suka naik bis ini tp knp koq akhir ini tdk ada siaran klo sdh smpek mn krn saya mau turun di marmoyo mestiiii kebablasen purabaya krn saya mau ke joyoboyo oper bis wiyung helper nya jg gk pernh omg sdh nympek halte apa
Rianto Asong,5,2022-08-07 00:18:04,"Sangat membantu, tapi masih ada kekurangannya, karena masih belom bisa bayar Pakai kartu E-TOLL / kartu E-Money, di tingkat lagi ya, sekian terima kasih🙏🏻",sangat membantu tapi masih ada kekurangannya karena masih belom bisa bayar pakai kartu e toll kartu e money di tingkat lagi ya sekian terima kasih
Gimbul Ngki,4,2022-08-04 16:01:20,"Info terbaru pembayaran pake apa, kalo botol uda ga bisa, mkstnya apa bisa pake dana gopay apa gmn",info terbaru pembayaran pake apa kalo botol uda ga bisa mkstnya apa bisa pake dana gopay apa gmn
Fahrul Rizki,5,2022-08-03 11:09:52,kasih bintang 5 dulu kalo pelayanannya buruk baru kasih bintang 1,kasih bintang dulu kalo pelayanannya buruk baru kasih bintang
Benny Nathanael,5,2022-08-01 06:05:55,super app. thanks.,super app thanks
Johan Reinaldi,4,2022-07-19 07:21:29,"foto profil tidak bisa diganti, lewat menu ubah profil jg tidak bisa, mohon bisa diperbaiki",foto profil tidak bisa diganti lewat menu ubah profil jg tidak bisa mohon bisa diperbaiki
Titin Rinawati,1,2022-07-15 15:10:46,"susah jadi rakyat kecil, ingin naik bis ini demi menyenangkan anak, tapi gak bisa. gara2 gak bisa hp-an, apalagi pake aplikasi",susah jadi rakyat kecil ingin naik bis ini demi menyenangkan anak tapi gak bisa gara gak bisa hp an apalagi pake aplikasi
Ragenah Blaz,1,2022-07-15 14:43:24,"pernah saya tau ada seorang bapak dan 2 anaknya masih kecil ingin sekali naik bis mayapada yg bertingkat tsb. tapi bapak tsb gak bisa bayar karena gak punya aplikasi. lalu ada seorang pemuda menawarkan pembayaran melalui aplikasi yg ia miliki, akan tetapi tetep ditolak oleh si kondektur. akhirnya bapak dg 2 anak tadi dg terpaksa turun di halte berikutnya. pertanyaannya adalah bagaimana kacaunya perasaan 2anak tsb ?....",pernah saya tau ada seorang bapak dan anaknya masih kecil ingin sekali naik bis mayapada yg bertingkat tsb tapi bapak tsb gak bisa bayar karena gak punya aplikasi lalu ada seorang pemuda menawarkan pembayaran melalui aplikasi yg ia miliki akan tetapi tetep ditolak oleh si kondektur akhirnya bapak dg anak tadi dg terpaksa turun di halte berikutnya pertanyaannya adalah bagaimana kacaunya perasaan anak tsb
Rachman H,1,2022-07-10 03:30:21,"Pembayaran harus pakai e money, saya sudah masuk bus disuruh turun karena saldo shopepay kurang, padahal klo saya top up dengan cara transfer antar akun saya kasih lebih utk biaya top upnya dengan saya mau. Mohon petugas nya untuk pelayanan masyarakat dipermudah , jangan seperti robot tanpa toleransi. Tidak semua warga Surabaya maupun tamu kota Surabaya punya akun e money dan kalau pun punya akun e-money bisa juga saldo nya kurang, sekarang angkot sudah jarang sekali, tidak seperti dulu. Sekian",pembayaran harus pakai e money saya sudah masuk bus disuruh turun karena saldo shopepay kurang padahal klo saya top up dengan cara transfer antar akun saya kasih lebih utk biaya top upnya dengan saya mau mohon petugas nya untuk pelayanan masyarakat dipermudah jangan seperti robot tanpa toleransi tidak semua warga surabaya maupun tamu kota surabaya punya akun e money dan kalau pun punya akun e money bisa juga saldo nya kurang sekarang angkot sudah jarang sekali tidak seperti dulu sekian
Hizkia Sama,2,2022-07-04 15:28:48,"posisi bus tidak terdeteksi, bus nya berangkat gajelas tidak sesuai waktu yg ditentukan",posisi bus tidak terdeteksi bus nya berangkat gajelas tidak sesuai waktu yg ditentukan
Tito Bagaswara,5,2022-07-02 13:26:07,Sangat membantu sekali,sangat membantu sekali
Ambar Lia73,5,2022-06-29 18:02:41,Sangat membantu transportasi,sangat membantu transportasi
"Rianda Harendino, SH",5,2022-06-27 11:41:17,Mantap,mantap
Anggun Putri,1,2022-06-26 19:10:27,Kok saya bingung ya cara pakainya. Mau ke arah Mayjend takut nyasar,kok saya bingung ya cara pakainya mau ke arah mayjend takut nyasar
Ema Hadi,3,2022-06-26 17:31:28,"Kenapa saya tidak bisa login (error) padahal email & paswoord benar, terima kasih",kenapa saya tidak bisa login error padahal email paswoord benar terima kasih
